Province_State,Country_Region,Date,Month,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Connecticut,US,05-11-2020,May,2020-05-12 03:32:31,41.5978,-72.7554,33765,3008,5413.0,25344.0,9.0,947.0485826246246,132508.0,9389.0,8.908633200059233,84000009,USA,3716.615240231712,27.80690063675404
Delaware,US,05-11-2020,May,2020-05-12 03:32:31,39.3185,-75.5071,6565,225,2619.0,3721.0,10.0,674.1879962701435,31928.0,,3.427265803503427,84000010,USA,3278.823205622717,
Diamond Princess,US,05-11-2020,May,2020-05-12 03:32:31,,,49,0,,49.0,88888.0,,,,0.0,84088888,USA,,
District of Columbia,US,05-11-2020,May,2020-05-12 03:32:31,38.8974,-77.0268,6389,328,881.0,5180.0,11.0,905.2793556916127,30261.0,,5.133823759586789,84000011,USA,4287.785034056017,
Florida,US,05-11-2020,May,2020-05-12 03:32:31,27.7663,-81.6868,40982,1735,,39247.0,12.0,193.0144608721134,561057.0,7458.0,4.233565955785466,84000012,USA,2642.431174016039,18.19823337074813
Georgia,US,05-11-2020,May,2020-05-12 03:32:31,33.0406,-83.6431,34002,1444,,32558.0,13.0,335.3455182179052,251288.0,6015.0,4.246809011234634,84000013,USA,2478.333762188723,17.69013587436033
Grand Princess,US,05-11-2020,May,2020-05-12 03:32:31,,,103,3,,100.0,99999.0,,,,2.912621359223301,84099999,USA,,
Guam,US,05-11-2020,May,2020-05-12 03:32:31,13.4443,144.7937,151,5,124.0,22.0,66.0,91.94478441688129,3989.0,,3.311258278145695,316,GUM,2428.925463834037,
Hawaii,US,05-11-2020,May,2020-05-12 03:32:31,21.0943,-157.4983,634,17,561.0,56.0,15.0,44.78077901603773,37683.0,81.0,2.681388012618297,84000015,USA,2661.631065711908,12.77602523659306
Idaho,US,05-11-2020,May,2020-05-12 03:32:31,44.2405,-114.4788,2260,70,1473.0,717.0,16.0,140.3293517466968,32142.0,207.0,3.097345132743363,84000016,USA,1995.781426478907,9.15929203539823
Illinois,US,05-11-2020,May,2020-05-12 03:32:31,40.3495,-88.9861,79007,3459,,75548.0,17.0,673.2220184083492,442425.0,,4.378093080359968,84000017,USA,3769.92230428081,
Indiana,US,05-11-2020,May,2020-05-12 03:32:31,39.8494,-86.2583,24627,1540,,23087.0,18.0,376.3298071483562,146688.0,4389.0,6.253299224428472,84000018,USA,2241.566847402366,17.82190278962115
Iowa,US,05-11-2020,May,2020-05-12 03:32:31,42.0115,-93.2105,12373,271,5249.0,6853.0,19.0,472.1234259531662,77792.0,,2.190252970176998,84000019,USA,2968.35250559676,
Kansas,US,05-11-2020,May,2020-05-12 03:32:31,38.5266,-96.7265,7159,180,376.0,6603.0,20.0,293.5835648975923,54109.0,660.0,2.514317642128789,84000020,USA,2218.956993021905,9.219164687805561
Kentucky,US,05-11-2020,May,2020-05-12 03:32:31,37.6681,-84.6701,6677,311,2308.0,4058.0,21.0,195.0455451942174,86923.0,1757.0,4.657780440317508,84000021,USA,2539.155897097044,26.31421296989666
Louisiana,US,05-11-2020,May,2020-05-12 03:32:31,31.1695,-91.8678,31815,2308,22608.0,6899.0,22.0,692.0417482912669,220830.0,,7.254439729687254,84000022,USA,4803.507127932123,
Maine,US,05-11-2020,May,2020-05-12 03:32:31,44.6939,-69.3819,1462,65,872.0,525.0,23.0,124.5308797399673,23554.0,200.0,4.445964432284542,84000023,USA,2006.292983170444,13.67989056087551
Maryland,US,05-11-2020,May,2020-05-12 03:32:31,39.0639,-76.8021,33373,1683,2298.0,29392.0,24.0,561.5197527987233,164780.0,6183.0,5.042998831390644,84000024,USA,2772.517450219448,18.52695292601804
Massachusetts,US,05-11-2020,May,2020-05-12 03:32:31,42.2302,-71.5301,78462,5108,,73354.0,25.0,1143.132376774753,394728.0,7732.0,6.510157783385588,84000025,USA,5750.890326776589,9.854451836557825
Michigan,US,05-11-2020,May,2020-05-12 03:32:31,43.3266,-84.5361,47552,4584,22686.0,20282.0,26.0,596.8426531634028,298948.0,,9.639973082099596,84000026,USA,3752.206373609795,
Minnesota,US,05-11-2020,May,2020-05-12 03:32:31,45.6945,-93.9002,11799,591,7536.0,3672.0,27.0,238.5348996026642,115781.0,1716.0,5.008899059242308,84000027,USA,2340.690669624211,14.54360539028731
Mississippi,US,05-11-2020,May,2020-05-12 03:32:31,32.7416,-89.6787,9674,435,6268.0,2971.0,28.0,334.1385725229915,95885.0,1546.0,4.496588794707463,84000028,USA,3311.854147856836,15.98097994624768
Missouri,US,05-11-2020,May,2020-05-12 03:32:31,38.4561,-92.2884,10157,514,,9643.0,29.0,173.3437370295126,115620.0,,5.060549374815398,84000029,USA,1973.220722196736,
Montana,US,05-11-2020,May,2020-05-12 03:32:31,46.9219,-110.4544,459,16,423.0,20.0,30.0,53.00310512744418,22572.0,62.0,3.485838779956427,84000030,USA,2606.505640384902,13.50762527233115
Nebraska,US,05-11-2020,May,2020-05-12 03:32:31,41.1254,-98.2681,8407,98,,8309.0,31.0,551.1803796306493,46239.0,,1.165695253955037,84000031,USA,3031.524869006971,
Nevada,US,05-11-2020,May,2020-05-12 03:32:31,38.3135,-117.0554,6152,312,183.0,5657.0,32.0,203.9316510740057,60084.0,,5.071521456436932,84000032,USA,1991.714779442549,
New Hampshire,US,05-11-2020,May,2020-05-12 03:32:31,43.4525,-71.5639,3160,133,1229.0,1798.0,33.0,237.925291458482,34883.0,318.0,4.208860759493672,84000033,USA,2626.439222134883,10.06329113924051
New Jersey,US,05-11-2020,May,2020-05-12 03:32:31,40.2989,-74.521,140206,9340,15642.0,115224.0,34.0,1578.507102415057,425933.0,,6.661626463917378,84000034,USA,4795.360153295526,
New Mexico,US,05-11-2020,May,2020-05-12 03:32:31,34.8405,-106.2485,5069,208,1285.0,3576.0,35.0,303.981990161514,102498.0,789.0,4.10337344643914,84000035,USA,6146.684953161346,15.56520023673309
New York,US,05-11-2020,May,2020-05-12 03:32:31,42.1657,-74.9481,337055,26988,58363.0,251704.0,36.0,1999.018446387453,1204651.0,73143.0,8.007001824628029,84000036,USA,7144.589371049507,21.70061265965495
North Carolina,US,05-11-2020,May,2020-05-12 03:32:31,35.6301,-79.8064,15274,575,9115.0,5584.0,37.0,154.0047641253797,195865.0,,3.764567238444415,84000037,USA,1974.86860844687,
North Dakota,US,05-11-2020,May,2020-05-12 03:32:31,47.5289,-99.784,1518,36,846.0,636.0,38.0,250.3223848896306,47014.0,115.0,2.371541501976285,84000038,USA,7752.738210277399,7.575757575757576
Northern Mariana Islands,US,05-11-2020,May,2020-05-12 03:32:31,15.0979,145.6739,19,2,12.0,5.0,69.0,34.45524445089221,2695.0,,10.52631578947368,580,MNP,4887.20441027129,
Ohio,US,05-11-2020,May,2020-05-12 03:32:31,40.3888,-82.7649,24777,1357,,23420.0,39.0,221.7407413373713,210530.0,4413.0,5.476853533518988,84000039,USA,1884.129566685103,17.81087298704443
Oklahoma,US,05-11-2020,May,2020-05-12 03:32:31,35.5653,-96.9289,4613,274,3241.0,1098.0,40.0,126.1197812575014,95992.0,828.0,5.939735530023847,84000040,USA,2624.428797413847,17.94927379145892
Oregon,US,05-11-2020,May,2020-05-12 03:32:31,44.572,-122.0709,3286,130,1125.0,2031.0,41.0,82.00497420312178,77606.0,673.0,3.956177723676202,84000041,USA,1936.724902010793,20.48082775410834
Pennsylvania,US,05-11-2020,May,2020-05-12 03:32:31,40.5908,-77.2098,60459,3832,,56627.0,42.0,480.3099456548034,288858.0,,6.338179592781884,84000042,USA,2294.800944143224,
Puerto Rico,US,05-11-2020,May,2020-05-12 03:32:31,18.2208,-66.5901,2256,113,,2143.0,72.0,76.90713327297124,2256.0,,5.00886524822695,630,PRI,76.90713327297124,
Rhode Island,US,05-11-2020,May,2020-05-12 03:32:31,41.6809,-71.5118,11450,430,841.0,10179.0,44.0,1080.840242372524,93332.0,1280.0,3.755458515283842,84000044,USA,8810.216724987988,11.17903930131004
South Carolina,US,05-11-2020,May,2020-05-12 03:32:31,33.8569,-80.945,7792,346,4120.0,3326.0,45.0,154.603941487805,84457.0,1252.0,4.440451745379876,84000045,USA,1675.742439198607,16.06776180698152
South Dakota,US,05-11-2020,May,2020-05-12 03:32:31,44.2998,-99.4388,3614,34,2187.0,1393.0,46.0,491.104672968316,24578.0,263.0,0.9407858328721638,84000046,USA,3339.89226680002,7.277255118981737
Tennessee,US,05-11-2020,May,2020-05-12 03:32:31,35.7478,-86.6923,15544,251,8038.0,7255.0,47.0,236.7733146847437,273277.0,1344.0,1.614770972722594,84000047,USA,4162.680205680823,8.646423057128153
Texas,US,05-11-2020,May,2020-05-12 03:32:31,31.0545,-97.5635,40555,1117,21713.0,17725.0,48.0,176.4445272633225,525697.0,,2.754284305264456,84000048,USA,2287.174421125555,
Utah,US,05-11-2020,May,2020-05-12 03:32:31,40.15,-111.8624,6362,68,3181.0,3113.0,49.0,221.9909961401062,150585.0,517.0,1.068846274756366,84000049,USA,5254.403356453616,8.12637535366237
Vermont,US,05-11-2020,May,2020-05-12 03:32:31,44.0459,-72.7107,926,53,785.0,88.0,50.0,151.6563460647143,20871.0,,5.72354211663067,84000050,USA,3418.163713516904,
Virgin Islands,US,05-11-2020,May,2020-05-12 03:32:31,18.3358,-64.8963,69,5,60.0,4.0,78.0,64.32486855352947,1179.0,,7.246376811594202,850,VIR,1099.116232240743,
Virginia,US,05-11-2020,May,2020-05-12 03:32:31,37.7693,-78.17,25070,850,3273.0,20947.0,51.0,317.0516097293237,150617.0,4777.0,3.3905065815716,84000051,USA,1904.801049166396,19.05464698843239
Washington,US,05-11-2020,May,2020-05-12 03:32:31,47.4009,-121.4905,17122,945,,16177.0,53.0,226.7993906273119,248875.0,,5.519215044971381,84000053,USA,3296.618288889863,
West Virginia,US,05-11-2020,May,2020-05-12 03:32:31,38.4912,-80.9545,1366,54,775.0,537.0,54.0,103.2503450496524,63469.0,,3.953147877013177,84000054,USA,4797.361749602041,
Wisconsin,US,05-11-2020,May,2020-05-12 03:32:31,44.2685,-89.6165,10418,409,5176.0,4833.0,55.0,201.330699685056,118451.0,1846.0,3.925897485121904,84000055,USA,2289.097975465019,17.71933192551353
Wyoming,US,05-11-2020,May,2020-05-12 03:32:31,42.756,-107.3025,669,7,443.0,219.0,56.0,134.5426755691417,12065.0,66.0,1.046337817638266,84000056,USA,2426.393693186389,9.865470852017935
Alabama,US,05-12-2020,May,2020-05-13 03:32:30,32.3182,-86.9023,10464,435,,10029.0,1.0,223.1654907326819,133218.0,1287.0,4.157110091743119,84000001,USA,2841.137265331271,12.29931192660551
Alaska,US,05-12-2020,May,2020-05-13 03:32:30,61.3707,-152.4044,383,10,334.0,39.0,2.0,64.07371655996079,29961.0,,2.610966057441253,84000002,USA,5012.3044956997,
American Samoa,US,05-12-2020,May,2020-05-13 03:32:30,-14.271,-170.132,0,0,,0.0,60.0,0.0,105.0,,,16,ASM,188.7097643823799,
Arizona,US,05-12-2020,May,2020-05-13 03:32:30,33.7298,-111.4312,11736,562,2909.0,8265.0,4.0,161.2372070517373,122842.0,1564.0,4.788684389911384,84000004,USA,1687.687541636802,13.32651670074983
Arkansas,US,05-12-2020,May,2020-05-13 03:32:30,34.9697,-92.3731,4164,95,3220.0,849.0,5.0,160.8326216760196,70444.0,485.0,2.281460134486071,84000005,USA,2720.867723666072,11.64745437079731
California,US,05-12-2020,May,2020-05-13 03:32:30,36.1162,-119.6816,70978,2879,,68099.0,6.0,181.026519168489,1033370.0,,4.056186423962354,84000006,USA,2635.568403070549,
Colorado,US,05-12-2020,May,2020-05-13 03:32:30,39.0598,-105.3111,20157,1010,3114.0,16033.0,8.0,355.7025792098663,108657.0,3663.0,5.01066626978221,84000008,USA,1917.426955856845,18.17234707545766
Connecticut,US,05-12-2020,May,2020-05-13 03:32:30,41.5978,-72.7554,34333,3041,5413.0,25879.0,9.0,962.9799788908999,138424.0,9389.0,8.857367547257741,84000009,USA,3882.548585850172,27.346867445315
Delaware,US,05-12-2020,May,2020-05-13 03:32:30,39.3185,-75.5071,6741,237,2802.0,3702.0,10.0,692.2621908388479,33291.0,,3.515798842901646,84000010,USA,3418.795519242855,
Diamond Princess,US,05-12-2020,May,2020-05-13 03:32:30,,,49,0,,49.0,88888.0,,,,0.0,84088888,USA,,
District of Columbia,US,05-12-2020,May,2020-05-13 03:32:30,38.8974,-77.0268,6485,336,886.0,5263.0,11.0,918.8819254437483,31050.0,,5.181187355435621,84000011,USA,4399.581154206382,
Florida,US,05-12-2020,May,2020-05-13 03:32:30,27.7663,-81.6868,41923,1779,,40144.0,12.0,197.4463238285494,579604.0,7654.0,4.243494024759679,84000012,USA,2729.782674816271,18.25728120602056
Georgia,US,05-12-2020,May,2020-05-13 03:32:30,33.0406,-83.6431,34924,1498,,33426.0,13.0,344.4387647268431,262179.0,6130.0,4.289313938838621,84000013,USA,2585.746503760136,17.55239949604856
Grand Princess,US,05-12-2020,May,2020-05-13 03:32:30,,,103,3,,100.0,99999.0,,,,2.912621359223301,84099999,USA,,
Guam,US,05-12-2020,May,2020-05-13 03:32:30,13.4443,144.7937,152,5,124.0,23.0,66.0,92.55369027394674,4091.0,,3.289473684210527,316,GUM,2491.033861254712,
Hawaii,US,05-12-2020,May,2020-05-13 03:32:30,21.0943,-157.4983,635,17,561.0,57.0,15.0,44.85141115959615,37939.0,81.0,2.677165354330709,84000015,USA,2679.712894462864,12.75590551181103
Idaho,US,05-12-2020,May,2020-05-13 03:32:30,44.2405,-114.4788,2293,69,1508.0,716.0,16.0,142.3784086527327,32705.0,210.0,3.009158307893589,84000016,USA,2030.739579148549,9.158307893589184
Illinois,US,05-12-2020,May,2020-05-13 03:32:30,40.3495,-88.9861,83021,3601,,79420.0,17.0,707.425483694857,471691.0,,4.33745678804158,84000017,USA,4019.29913912758,
Indiana,US,05-12-2020,May,2020-05-13 03:32:30,39.8494,-86.2583,25127,1578,,23549.0,18.0,383.9704009508566,150510.0,,6.280097106697975,84000018,USA,2299.97154642868,
Iowa,US,05-12-2020,May,2020-05-13 03:32:30,42.0115,-93.2105,12912,289,5618.0,7005.0,19.0,492.6903480083474,81288.0,,2.23822800495663,84000019,USA,3101.751317294187,
Kansas,US,05-12-2020,May,2020-05-13 03:32:30,38.5266,-96.7265,7240,184,376.0,6680.0,20.0,296.9052954125671,54109.0,660.0,2.541436464088398,84000020,USA,2218.956993021905,9.116022099447514
Kentucky,US,05-12-2020,May,2020-05-13 03:32:30,37.6681,-84.6701,6853,321,2335.0,4197.0,21.0,200.1867786754488,104024.0,1767.0,4.684079964978841,84000021,USA,3038.702679838741,25.78432803151904
Louisiana,US,05-12-2020,May,2020-05-13 03:32:30,31.1695,-91.8678,32050,2347,22608.0,7095.0,22.0,697.1534820913125,228012.0,,7.322932917316692,84000022,USA,4959.730413685003,
Maine,US,05-12-2020,May,2020-05-13 03:32:30,44.6939,-69.3819,1477,65,913.0,499.0,23.0,125.8085563446865,23569.0,202.0,4.400812457684496,84000023,USA,2007.570659775163,13.67637102234259
Maryland,US,05-12-2020,May,2020-05-13 03:32:30,39.0639,-76.8021,34061,1756,2394.0,29911.0,24.0,573.0957450656912,169503.0,6287.0,5.155456387070256,84000024,USA,2851.984618063764,18.45806053844573
Massachusetts,US,05-12-2020,May,2020-05-13 03:32:30,42.2302,-71.5301,79332,5141,,74191.0,25.0,1155.807622980484,401496.0,7842.0,6.480361014470831,84000025,USA,5849.495000708065,9.885040084707306
Michigan,US,05-12-2020,May,2020-05-13 03:32:30,43.3266,-84.5361,48021,4674,22686.0,20661.0,26.0,602.7292447753989,307890.0,,9.733241706753297,84000026,USA,3864.440706647041,
Minnesota,US,05-12-2020,May,2020-05-13 03:32:30,45.6945,-93.9002,12494,614,,11880.0,27.0,252.585391612483,120834.0,1799.0,4.914358892268289,84000027,USA,2442.844822322937,14.39891147750921
Mississippi,US,05-12-2020,May,2020-05-13 03:32:30,32.7416,-89.6787,9908,457,6268.0,3183.0,28.0,342.2208989619392,97692.0,1582.0,4.612434396447315,84000028,USA,3374.267668690933,15.96689543802988
Missouri,US,05-12-2020,May,2020-05-13 03:32:30,38.4561,-92.2884,10269,529,,9740.0,29.0,175.2551772724294,121296.0,,5.151426623819262,84000029,USA,2070.089783078839,
Montana,US,05-12-2020,May,2020-05-13 03:32:30,46.9219,-110.4544,461,16,425.0,20.0,30.0,53.23405547658336,23035.0,63.0,3.470715835140998,84000030,USA,2659.970646210624,13.66594360086768
Nebraska,US,05-12-2020,May,2020-05-13 03:32:30,41.1254,-98.2681,8532,100,,8432.0,31.0,559.3756392302488,47943.0,,1.172058134083451,84000031,USA,3143.242647868708,
Nevada,US,05-12-2020,May,2020-05-13 03:32:30,38.3135,-117.0554,6313,321,185.0,5807.0,32.0,209.2686139841025,64075.0,,5.084745762711863,84000032,USA,2124.011791704636,
New Hampshire,US,05-12-2020,May,2020-05-13 03:32:30,43.4525,-71.5639,3239,142,1231.0,1866.0,33.0,243.8734237449441,35561.0,318.0,4.384069157147268,84000033,USA,2677.487749859203,9.817845013893177
New Jersey,US,05-12-2020,May,2020-05-13 03:32:30,40.2989,-74.521,140917,9531,15642.0,115744.0,34.0,1586.511885019348,433060.0,,6.763555852026371,84000034,USA,4875.599373577913,
New Mexico,US,05-12-2020,May,2020-05-13 03:32:30,34.8405,-106.2485,5212,219,1300.0,3693.0,35.0,312.5575325945574,106721.0,886.0,4.201841903300076,84000035,USA,6399.933314663038,16.99923254029163
New York,US,05-12-2020,May,2020-05-13 03:32:30,42.1657,-74.9481,338485,27284,58679.0,252522.0,36.0,2007.499544066864,1225113.0,73143.0,8.060623070446253,84000036,USA,7265.946168753086,21.60893392617102
North Carolina,US,05-12-2020,May,2020-05-13 03:32:30,35.6301,-79.8064,15622,600,9115.0,5907.0,37.0,157.5135802780333,202244.0,,3.840737421584944,84000037,USA,2039.186821773817,
North Dakota,US,05-12-2020,May,2020-05-13 03:32:30,47.5289,-99.784,1571,38,877.0,656.0,38.0,259.0622310023779,47832.0,122.0,2.41884150222788,84000038,USA,7887.628665376028,7.765754296626352
Northern Mariana Islands,US,05-12-2020,May,2020-05-13 03:32:30,15.0979,145.6739,19,2,12.0,5.0,69.0,34.45524445089221,2873.0,,10.52631578947368,580,MNP,5209.995647758597,
Ohio,US,05-12-2020,May,2020-05-13 03:32:30,40.3888,-82.7649,25250,1436,,23814.0,39.0,225.9738353621757,217731.0,4539.0,5.687128712871287,84000039,USA,1948.574619692747,17.97623762376237
Oklahoma,US,05-12-2020,May,2020-05-13 03:32:30,35.5653,-96.9289,4732,278,3423.0,1031.0,40.0,129.3732505767389,96111.0,828.0,5.874894336432798,84000040,USA,2627.682266733085,17.49788672865596
Oregon,US,05-12-2020,May,2020-05-13 03:32:30,44.572,-122.0709,3358,130,1125.0,2103.0,41.0,83.80179652284934,77606.0,673.0,3.871351995235259,84000041,USA,1936.724902010793,20.04169148302561
Pennsylvania,US,05-12-2020,May,2020-05-13 03:32:30,40.5908,-77.2098,61310,3914,,57396.0,42.0,487.0706225391752,295980.0,,6.3839504159191,84000042,USA,2351.3808980451,
Puerto Rico,US,05-12-2020,May,2020-05-13 03:32:30,18.2208,-66.5901,2299,114,,2185.0,72.0,78.37300505078052,2299.0,,4.958677685950414,630,PRI,78.37300505078052,
Rhode Island,US,05-12-2020,May,2020-05-13 03:32:30,41.6809,-71.5118,11614,444,863.0,10307.0,44.0,1096.321272918297,95239.0,1307.0,3.822972274840709,84000044,USA,8990.230903346452,11.25365937661443
South Carolina,US,05-12-2020,May,2020-05-13 03:32:30,33.8569,-80.945,7927,355,6817.0,755.0,45.0,157.282526203007,93140.0,1338.0,4.478365081367478,84000045,USA,1848.025039806745,16.87902106723855
South Dakota,US,05-12-2020,May,2020-05-13 03:32:30,44.2998,-99.4388,3663,39,2309.0,1315.0,46.0,497.7632587390541,25197.0,271.0,1.064701064701065,84000046,USA,3424.00787072016,7.398307398307399
Tennessee,US,05-12-2020,May,2020-05-13 03:32:30,35.7478,-86.6923,16111,266,8336.0,7509.0,47.0,245.4101179159744,283824.0,1363.0,1.651045869281857,84000047,USA,4323.336931747472,8.460058345229967
Texas,US,05-12-2020,May,2020-05-13 03:32:30,31.0545,-97.5635,41432,1146,21713.0,18573.0,48.0,180.2601320077421,525697.0,,2.765977988028576,84000048,USA,2287.174421125555,
Utah,US,05-12-2020,May,2020-05-13 03:32:30,40.15,-111.8624,6432,73,3267.0,3092.0,49.0,224.4335251765425,153485.0,535.0,1.134950248756219,84000049,USA,5355.593845105975,8.317786069651742
Vermont,US,05-12-2020,May,2020-05-13 03:32:30,44.0459,-72.7107,927,53,787.0,87.0,50.0,151.8201218164041,21262.0,,5.717367853290184,84000050,USA,3482.200032427599,
Virgin Islands,US,05-12-2020,May,2020-05-13 03:32:30,18.3358,-64.8963,69,6,61.0,2.0,78.0,64.32486855352947,1184.0,,8.695652173913043,850,VIR,1103.777454599694,
Virginia,US,05-12-2020,May,2020-05-13 03:32:30,37.7693,-78.17,25800,892,3400.0,21508.0,51.0,326.2836669731373,155329.0,4929.0,3.457364341085271,84000051,USA,1964.392081677149,19.1046511627907
Washington,US,05-12-2020,May,2020-05-13 03:32:30,47.4009,-121.4905,17330,962,,16368.0,53.0,229.5545753750329,252108.0,,5.551067512983266,84000053,USA,3339.442867204201,
West Virginia,US,05-12-2020,May,2020-05-13 03:32:30,38.4912,-80.9545,1378,58,803.0,517.0,54.0,104.1573758992833,65069.0,,4.208998548621191,84000054,USA,4918.299196219496,
Wisconsin,US,05-12-2020,May,2020-05-13 03:32:30,44.2685,-89.6165,10611,418,5371.0,4822.0,55.0,205.0604774772633,123359.0,1877.0,3.93930826500801,84000055,USA,2383.946417973586,17.68919046272736
Wyoming,US,05-12-2020,May,2020-05-13 03:32:30,42.756,-107.3025,675,7,477.0,191.0,56.0,135.7493363365779,15059.0,67.0,1.037037037037037,84000056,USA,3028.517416137076,9.925925925925926
Alabama,US,05-13-2020,May,2020-05-14 03:32:32,32.3182,-86.9023,10700,450,,10250.0,1.0,228.1986573814694,136372.0,1317.0,4.205607476635514,84000001,USA,2908.402551815491,12.30841121495327
Alaska,US,05-13-2020,May,2020-05-14 03:32:32,61.3707,-152.4044,383,10,338.0,35.0,2.0,64.07371655996079,30649.0,,2.610966057441253,84000002,USA,5127.402973488874,
American Samoa,US,05-13-2020,May,2020-05-14 03:32:32,-14.271,-170.132,0,0,,0.0,60.0,0.0,105.0,,,16,ASM,188.7097643823799,
Arizona,US,05-13-2020,May,2020-05-14 03:32:32,33.7298,-111.4312,12216,595,2979.0,8642.0,4.0,167.8317758473094,127750.0,1590.0,4.870661427635888,84000004,USA,1755.117007571527,13.01571709233791
Arkansas,US,05-13-2020,May,2020-05-14 03:32:32,34.9697,-92.3731,4236,97,3220.0,919.0,5.0,163.6135891977952,73215.0,497.0,2.289896128423041,84000005,USA,2827.896348705517,11.73276676109537
