Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate,filename,Date,Month
Utah,US,13-05-2020 03:32,40.15,-111.8624,6432,73,3267,3092,49,224.4335252,153485,535,1.134950249,84000049,USA,5355.593845,8.31778607,05-12-2020.csv,05-12-2020,May
Vermont,US,13-05-2020 03:32,44.0459,-72.7107,927,53,787,87,50,151.8201218,21262,,5.717367853,84000050,USA,3482.200032,,05-12-2020.csv,05-12-2020,May
Virgin Islands,US,13-05-2020 03:32,18.3358,-64.8963,69,6,61,2,78,64.32486855,1184,,8.695652174,850,VIR,1103.777455,,05-12-2020.csv,05-12-2020,May
Virginia,US,13-05-2020 03:32,37.7693,-78.17,25800,892,3400,21508,51,326.283667,155329,4929,3.457364341,84000051,USA,1964.392082,19.10465116,05-12-2020.csv,05-12-2020,May
Washington,US,13-05-2020 03:32,47.4009,-121.4905,17330,962,,16368,53,229.5545754,252108,,5.551067513,84000053,USA,3339.442867,,05-12-2020.csv,05-12-2020,May
West Virginia,US,13-05-2020 03:32,38.4912,-80.9545,1378,58,803,517,54,104.1573759,65069,,4.208998549,84000054,USA,4918.299196,,05-12-2020.csv,05-12-2020,May
Wisconsin,US,13-05-2020 03:32,44.2685,-89.6165,10611,418,5371,4822,55,205.0604775,123359,1877,3.939308265,84000055,USA,2383.946418,17.68919046,05-12-2020.csv,05-12-2020,May
Wyoming,US,13-05-2020 03:32,42.756,-107.3025,675,7,477,191,56,135.7493363,15059,67,1.037037037,84000056,USA,3028.517416,9.925925926,05-12-2020.csv,05-12-2020,May
Alabama,US,14-05-2020 03:32,32.3182,-86.9023,10700,450,,10250,1,228.1986574,136372,1317,4.205607477,84000001,USA,2908.402552,12.30841121,05-13-2020.csv,05-13-2020,May
Alaska,US,14-05-2020 03:32,61.3707,-152.4044,383,10,338,35,2,64.07371656,30649,,2.610966057,84000002,USA,5127.402973,,05-13-2020.csv,05-13-2020,May
American Samoa,US,14-05-2020 03:32,-14.271,-170.132,0,0,,0,60,0,105,,,16,ASM,188.7097644,,05-13-2020.csv,05-13-2020,May
Arizona,US,14-05-2020 03:32,33.7298,-111.4312,12216,595,2979,8642,4,167.8317758,127750,1590,4.870661428,84000004,USA,1755.117008,13.01571709,05-13-2020.csv,05-13-2020,May
Arkansas,US,14-05-2020 03:32,34.9697,-92.3731,4236,97,3220,919,5,163.6135892,73215,497,2.289896128,84000005,USA,2827.896349,11.73276676,05-13-2020.csv,05-13-2020,May
California,US,14-05-2020 03:32,36.1162,-119.6816,72798,2957,,69841,6,185.6683556,1065592,,4.061924778,84000006,USA,2717.749311,,05-13-2020.csv,05-13-2020,May
Colorado,US,14-05-2020 03:32,39.0598,-105.3111,20475,1062,3171,16242,8,361.314199,111250,3695,5.186813187,84000008,USA,1963.184598,18.04639805,05-13-2020.csv,05-13-2020,May
Connecticut,US,14-05-2020 03:32,41.5978,-72.7554,34855,3125,5413,26317,9,977.6211564,142943,9389,8.965715105,84000009,USA,4009.29855,26.93731172,05-13-2020.csv,05-13-2020,May
Delaware,US,14-05-2020 03:32,39.3185,-75.5071,6952,247,2942,3763,10,713.9306855,34753,,3.552934407,84000010,USA,3568.934567,,05-13-2020.csv,05-13-2020,May
Diamond Princess,US,14-05-2020 03:32,,,49,0,,49,88888,,,,0,84088888,USA,,,05-13-2020.csv,05-13-2020,May
District of Columbia,US,14-05-2020 03:32,38.8974,-77.0268,6584,350,934,5300,11,932.9095755,31658,,5.315917375,84000011,USA,4485.730763,,05-13-2020.csv,05-13-2020,May
Florida,US,14-05-2020 03:32,27.7663,-81.6868,42402,1827,,40575,12,199.7022881,594763,7835,4.308759021,84000012,USA,2801.177585,18.47790199,05-13-2020.csv,05-13-2020,May
Georgia,US,14-05-2020 03:32,33.0406,-83.6431,35427,1517,,33910,13,349.399614,273904,6259,4.282044768,84000013,USA,2701.38459,17.66731589,05-13-2020.csv,05-13-2020,May
Grand Princess,US,14-05-2020 03:32,,,103,3,,100,99999,,,,2.912621359,84099999,USA,,,05-13-2020.csv,05-13-2020,May
Guam,US,14-05-2020 03:32,13.4443,144.7937,152,5,124,23,66,92.55369027,4262,,3.289473684,316,GUM,2595.156763,,05-13-2020.csv,05-13-2020,May
Hawaii,US,14-05-2020 03:32,21.0943,-157.4983,638,17,563,58,15,45.06330759,38365,81,2.664576803,84000015,USA,2709.802188,12.69592476,05-13-2020.csv,05-13-2020,May
Idaho,US,14-05-2020 03:32,44.2405,-114.4788,2293,69,1536,688,16,142.3784087,33128,214,3.009158308,84000016,USA,2057.004763,9.332751853,05-13-2020.csv,05-13-2020,May
Illinois,US,14-05-2020 03:32,40.3495,-88.9861,84694,3792,,80902,17,721.6811881,489359,,4.477294732,84000017,USA,4169.848921,,05-13-2020.csv,05-13-2020,May
Indiana,US,14-05-2020 03:32,39.8494,-86.2583,25473,1619,,23854,18,389.2576919,154083,4389,6.355749225,84000018,USA,2354.57123,17.23000824,05-13-2020.csv,05-13-2020,May
Iowa,US,14-05-2020 03:32,42.0115,-93.2105,13289,306,5954,7029,19,507.0757462,85719,,2.302656332,84000019,USA,3270.827443,,05-13-2020.csv,05-13-2020,May
Kansas,US,14-05-2020 03:32,38.5266,-96.7265,7518,188,422,6908,20,308.3058026,57628,704,2.50066507,84000020,USA,2363.26773,9.364192604,05-13-2020.csv,05-13-2020,May
Kentucky,US,14-05-2020 03:32,37.6681,-84.6701,6853,321,2546,3986,21,200.1867787,110634,1825,4.684079965,84000021,USA,3231.791051,26.6306727,05-13-2020.csv,05-13-2020,May
Louisiana,US,14-05-2020 03:32,31.1695,-91.8678,32662,2381,22608,7673,22,710.465742,237904,,7.289816913,84000022,USA,5174.901779,,05-13-2020.csv,05-13-2020,May
Maine,US,14-05-2020 03:32,44.6939,-69.3819,1515,66,943,506,23,129.0453371,23607,204,4.356435644,84000023,USA,2010.807441,13.46534653,05-13-2020.csv,05-13-2020,May
Maryland,US,14-05-2020 03:32,39.0639,-76.8021,34812,1809,2456,30547,24,585.7317483,173574,6404,5.196483971,84000024,USA,2920.481514,18.39595542,05-13-2020.csv,05-13-2020,May
Massachusetts,US,14-05-2020 03:32,42.2302,-71.5301,80497,5315,,75182,25,1172.780797,410032,8032,6.602730537,84000025,USA,5973.858106,9.978011603,05-13-2020.csv,05-13-2020,May
Michigan,US,14-05-2020 03:32,43.3266,-84.5361,48391,4714,22686,20991,26,607.373251,308260,,9.741480854,84000026,USA,3869.084713,,05-13-2020.csv,05-13-2020,May
Minnesota,US,14-05-2020 03:32,45.6945,-93.9002,12917,638,8149,4130,27,261.136986,122035,1851,4.939227375,84000027,USA,2467.124881,14.32995278,05-13-2020.csv,05-13-2020,May
Mississippi,US,14-05-2020 03:32,32.7416,-89.6787,10090,465,6268,3357,28,348.5071529,100048,1616,4.60852329,84000028,USA,3455.643571,16.01585728,05-13-2020.csv,05-13-2020,May
Missouri,US,14-05-2020 03:32,38.4561,-92.2884,10404,551,,9853,29,177.5591454,124142,,5.296039985,84000029,USA,2118.660845,,05-13-2020.csv,05-13-2020,May
Montana,US,14-05-2020 03:32,46.9219,-110.4544,462,16,430,16,30,53.34953065,23852,63,3.463203463,84000030,USA,2754.313864,13.63636364,05-13-2020.csv,05-13-2020,May
Nebraska,US,14-05-2020 03:32,41.1254,-98.2681,8912,103,,8809,31,584.2892284,49725,,1.155745063,84000031,USA,3260.074269,,05-13-2020.csv,05-13-2020,May
Nevada,US,14-05-2020 03:32,38.3135,-117.0554,6476,331,198,5947,32,214.6718746,66672,,5.111179741,84000032,USA,2210.099324,,05-13-2020.csv,05-13-2020,May
New Hampshire,US,14-05-2020 03:32,43.4525,-71.5639,3299,150,1234,1915,33,248.3909926,37216,319,4.546832373,84000033,USA,2802.097357,9.669596848,05-13-2020.csv,05-13-2020,May
New Jersey,US,14-05-2020 03:32,40.2989,-74.521,141560,9714,15642,116204,34,1593.751091,441450,,6.86210794,84000034,USA,4970.05806,,05-13-2020.csv,05-13-2020,May
New Mexico,US,14-05-2020 03:32,34.8405,-106.2485,5364,231,1434,3699,35,321.6727945,110289,886,4.306487696,84000035,USA,6613.902094,16.51752424,05-13-2020.csv,05-13-2020,May
New York,US,14-05-2020 03:32,42.1657,-74.9481,340661,27477,59193,253991,36,2020.405047,1258907,73963,8.065789744,84000036,USA,7466.372893,21.7116136,05-13-2020.csv,05-13-2020,May
North Carolina,US,14-05-2020 03:32,35.6301,-79.8064,16352,625,9115,6612,37,164.874028,210457,,3.822162427,84000037,USA,2121.9969,,05-13-2020.csv,05-13-2020,May
North Dakota,US,14-05-2020 03:32,47.5289,-99.784,1647,40,969,638,38,271.5948405,48945,127,2.428658166,84000038,USA,8071.165434,7.710989678,05-13-2020.csv,05-13-2020,May
Northern Mariana Islands,US,14-05-2020 03:32,15.0979,145.6739,19,2,12,5,69,34.45524445,3040,,10.52631579,580,MNP,5512.839112,,05-13-2020.csv,05-13-2020,May
Ohio,US,14-05-2020 03:32,40.3888,-82.7649,25721,1483,,24238,39,230.1890305,225854,4618,5.76571673,84000039,USA,2021.271074,17.95420085,05-13-2020.csv,05-13-2020,May
Oklahoma,US,14-05-2020 03:32,35.5653,-96.9289,4858,278,3559,1021,40,132.8181004,109127,848,5.722519555,84000040,USA,2983.540726,17.4557431,05-13-2020.csv,05-13-2020,May
Oregon,US,14-05-2020 03:32,44.572,-122.0709,3416,134,1406,1876,41,85.24923672,83987,678,3.922716628,84000041,USA,2095.96828,19.84777518,05-13-2020.csv,05-13-2020,May
Pennsylvania,US,14-05-2020 03:32,40.5908,-77.2098,62101,4094,,58007,42,493.354636,302869,,6.592486433,84000042,USA,2406.109809,,05-13-2020.csv,05-13-2020,May
Puerto Rico,US,14-05-2020 03:32,18.2208,-66.5901,2329,115,,2214,72,79.39570629,2329,,4.93774152,630,PRI,79.39570629,,05-13-2020.csv,05-13-2020,May
Rhode Island,US,14-05-2020 03:32,41.6809,-71.5118,11835,462,886,10487,44,1117.182906,97922,1328,3.903675539,84000044,USA,9243.496787,11.2209548,05-13-2020.csv,05-13-2020,May
South Carolina,US,14-05-2020 03:32,33.8569,-80.945,8030,362,6817,851,45,159.3261871,93140,1338,4.508094645,84000045,USA,1848.02504,16.66251557,05-13-2020.csv,05-13-2020,May
South Dakota,US,14-05-2020 03:32,44.2998,-99.4388,3732,39,2367,1326,46,507.1396346,25844,281,1.045016077,84000046,USA,3511.928381,7.529474812,05-13-2020.csv,05-13-2020,May
Tennessee,US,14-05-2020 03:32,35.7478,-86.6923,16370,273,8624,7473,47,249.3553243,292917,1388,1.667684789,84000047,USA,4461.845665,8.478924863,05-13-2020.csv,05-13-2020,May
Texas,US,14-05-2020 03:32,31.0545,-97.5635,43020,1172,23519,18329,48,187.1691176,587431,,2.724314272,84000048,USA,2555.76341,,05-13-2020.csv,05-13-2020,May
Utah,US,14-05-2020 03:32,40.15,-111.8624,6620,75,3406,3139,49,230.9934603,156786,553,1.132930514,84000049,USA,5470.776536,8.35347432,05-13-2020.csv,05-13-2020,May
Vermont,US,14-05-2020 03:32,44.0459,-72.7107,929,53,789,87,50,152.1476733,21676,,5.705059203,84000050,USA,3550.003194,,05-13-2020.csv,05-13-2020,May
Virgin Islands,US,14-05-2020 03:32,18.3358,-64.8963,69,6,61,2,78,64.32486855,1197,,8.695652174,850,VIR,1115.896633,,05-13-2020.csv,05-13-2020,May
Virginia,US,14-05-2020 03:32,37.7693,-78.17,26746,928,3554,22264,51,338.2474014,161392,5080,3.469677709,84000051,USA,2041.068743,18.99349435,05-13-2020.csv,05-13-2020,May
Washington,US,14-05-2020 03:32,47.4009,-121.4905,17512,974,,16538,53,231.965362,256321,,5.561900411,84000053,USA,3395.248604,,05-13-2020.csv,05-13-2020,May
West Virginia,US,14-05-2020 03:32,38.4912,-80.9545,1398,58,813,527,54,105.669094,66680,,4.148783977,84000054,USA,5040.068088,,05-13-2020.csv,05-13-2020,May
